```csv
"Question Number","Question Text","Response_Scale","Response_Options","Card_Number","Variable_Name"
"Q82","Каково Ваше нынешнее трудовое положение?","01.Работаю полный рабочий день - 30 часов в неделю и более - 02.Работаю неполный рабочий день менее 30 часов в неделю - 04.Нахожусь на срочной военной службе (по призыву) - 05.Пенсионер - 06.Домохозяйка (домохозяин), в том числе в отпуске по уходу за ребенком - 07.Студент - 08.Безработный, но ищете работу - 09.Инвалид - 10.Другое /ЗАПИШИТЕ/ - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","72","v186"
"Q82a","Если Вы еще учитесь, то в каком возрасте Вы планируете закончить учебу?","","","72","v187"
"Q83","ЕСЛИ РАБОТАЕТ СЕЙЧАС (коды 1-2 в Вопр. 82): Вы сейчас работаете как наемный работник или работаете на себя, у Вас собственное дело, компания?","1 (Наемный работник) - 2 (Работаю на себя, собственное дело, компания) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа) - 6 (Не работает и никогда не работал(а) на оплачиваемой работе)","","73","v188"
"Q84","Скажите, пожалуйста, как называются Ваша должность и профессия, по которой Вы сейчас работаете (работали на последнем месте работы)?","","","74","v189"
"Q84a","Что именно Вы делаете (делали), какую работу выполняете (выполняли) бóльшую часть времени на своей основной работе?","","","74","v190"
"Q84a","Какое образование, квалификация требуется для выполнения Вашей работы? Я имею в виду не то образование, что есть у Вас, а то, что нужно именно на этом рабочем месте.","","","74","v191"
"Q85","Если респондент работает или работал на себя (код 2 в вопросе 83) Сколько у Вас (было) наемных работников, если они вообще есть (были)?","1 (Ни одного) - 2 (1-9) - 3 (10-24) - 4 (25 или больше) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","75","v192"
"Q86","ЕСЛИ РЕСПОНДЕНТ В НАСТОЯЩИЙ МОМЕНТ РАБОТАЕТ СЕЙЧАС ИЛИ РАБОТАЛ РАНЬШЕ (НЕ отмечен код 6 в Вопросе 83): Вы работаете (работали на последнем месте работы) …","1 (На государственном, бюджетном предприятии или учреждении) - 2 (На частном коммерческом предприятии) - 3 (В некоммерческой организации, в общественной организации) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","76","v193"
"Q86a","Работой какого количества людей Вы руководите(-ли) или несете (несли) за них ответственность?","2 (1-9) - 3 (10-24) - 4 (25 или больше) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","76","v194"
"Q87","Вы работаете (работали на последнем месте работы) …","1 (На государственном, бюджетном предприятии или учреждении) - 2 (На частном коммерческом предприятии) - 3 (В некоммерческой организации, в общественной организации) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","77","v195"
"Q88","Ваш муж/жена/ партнер родился(-лась) в России?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","78","v196"
"Q88a","В какой стране он(а) родился(-лась)?","01.Украина - 02.Беларусь - 03.Казахстан - 04.Молдавия - 05.Узбекистан - 06.Киргизия - 07.Таджикистан - 08.Армения - 09.Азербайджан - 10.Грузия - 98.Другая страна /КАКАЯ/ - 99.Отказ от ответа","","79","v197"
"Q89","Какой наивысший уровень образования получил(а) Ваш муж/жена/ партнер?","01.Вообще не учился в школе или закончил лишь 1-2 класса школы (незаконченная начальная школа) - 02.Закончил 3-7 классов средней школы, но не получил аттестата об основном общем образовании - 03.Получил аттестат об основном общем образовании (7 классов по системе до 1958 года, 8 классов по советской системе 60-80-х годов или 9 классов по современной системе), но не получил никакого профессионального образования - 04.Законченное среднее общее образование (10 лет по старой системе, 11 лет по новой), получил аттестат, но не получил никакого профессионального образования - 05.Начальное профессиональное образование - закончил ПТУ, ФЗУ, ФЗО, профессионально-технический лицей, которые не давали среднего общего образования (до 2 лет обучения) - 06.Начальное профессиональное образование - закончил ПТУ, профессионально-технический лицей, которые также дали среднее общее образование, или на базе полного среднего (1-3 года обучения) - 07.Среднее профессиональное образование - закончил техникум, училище, колледж (2-4 года обучения) - 08.Получил диплом бакалавра в вузе после 4 лет обучения по новой двухступенчатой системе - 09.Получил диплом магистра в вузе после дополнительных 2 лет обучения по новой системе - 10.Законченное высшее образование по 5-6-летней системе (диплом специалиста) - 11.Научная степень (кандидат, доктор наук) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","80","v198"
"Q90","Каково нынешнее трудовое положение Вашего супруга(и)?","01.Работает полный рабочий день - 30 часов в неделю и более - 02.Работает неполный рабочий день менее 30 часов в неделю - 04.Находится на срочной военной службе (по призыву) - 05.Пенсионер - 06.Домохозяйка (домохозяин), в том числе в отпуске по уходу за ребенком - 07.Студент - 08.Безработный, но ищет работу - 09.Инвалид - 10.Другое /ЗАПИШИТЕ/ - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","81","v199"
"Q91","ЕСЛИ СУПРУГ(а) РАБОТАЕТ СЕЙЧАС (коды 1-2 в Вопр. 90): Ваш супруг (а) сейчас работаете как наемный работник или работаете на себя, у него (нее) собственное дело, компания?","1 (Наемный работник) - 2 (Работает на себя, собственное дело, компания) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа) - 6 (Не работает и никогда не работал(а) на оплачиваемой работе)","","82","v200"
"Q92","Если респондент работает или работал на себя (код 2 в вопросе 91) Что именно он (она) делает (делал), какую работу выполняет (выполнял) бóльшую часть времени на своей основной работе?","","","83","v201"
"Q92a","Какое образование, квалификация требуется для выполнения этой работы? Я имею в виду не то образование, что есть у Вас, а то, что нужно именно на этом рабочем месте.","","","83","v202"
"Q93","Если респондент работает или работал на себя (код 2 в вопросе 91) Сколько у него(нее) (было) наемных работников, если они вообще есть (были)?","1 (Ни одного) - 2 (1-9) - 3 (10-24) - 4 (25 или больше) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","84","v203"
"Q94","ЕСЛИ СУПРУГ (А) ИЛИ ПАРТНЕР РЕСПОНДЕНТА ЯВЛЯЮТСЯ ИЛИ ЯВЛЯЛИСЬ НАЕМНЫМИ РАБОТНИКАМИ (код 1 в вопросе 91): На его(ее) основной работе, входит ли (входило ли) в его(ее) обязанности руководить сотрудниками и отвечать за их работу?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","85","v204"
"Q95","Работой какого количества людей он(а) руководил(-а) или несет (несла) за них ответственность?","2 (1-9) - 3 (10-24) - 4 (25 или больше) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","85","v205"
"Q96","Оказывались ли Вы за последние 5 лет в ситуации, когда Вы хотели работать, но не могли найти работу на протяжении 3 месяцев или дольше?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","86","v206"
"Q97","Приходилось ли Вам за последние пять лет получать какие-либо государственные пособия или льготы как малоимущему?","1 (Да) - 2 (Нет) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","87","v207"
"Q98","Для анализа данных этого исследования нам нужно знать финансовое положение различных групп населения. На карточке перечислены группы доходов. Скажите, к какой группе принадлежит Ваша семья по общему доходу всех членов семьи в месяц ПОСЛЕ вычета всех налогов?","01.Менее 12000 рублей (менее 144 тыс. руб. в год) - 02.12'001-15'000 рублей (144-180 тыс. руб. в год) - 03.15'001-18'000 рублей (180-216 тыс. руб. в год) - 04.18'001-21'000 рублей (216-252 тыс. руб. в год) - 05.21'001-25'000 рублей (252-300 тыс. руб. в год) - 06.25’001-30'000 рублей (300-360 тыс. руб. в год) - 07.30’001-40'000 рублей (360-480 тыс. руб. в год) - 08.40'001-60’000 рублей (480-720 тыс. руб. в год) - 09.60'001-80’000 рублей (720-960 тыс. руб. в год) - 10.Более 80'000 рублей (более 960 тыс. руб. в год) - 99 (Отказ от ответа) - 88 (Затрудняюсь ответить)","","88","v208"
"Q99","Какой наивысший уровень образования получил Ваш отец?","01.Вообще не учился в школе или закончил лишь 1-2 класса школы (незаконченная начальная школа) - 02.Закончил 3-7 классов средней школы, но не получил аттестата об основном общем образовании - 03.Получил аттестат об основном общем образовании (7 классов по системе до 1958 года, 8 классов по советской системе 60-80-х годов или 9 классов по современной системе), но не получил никакого профессионального образования - 04.Законченное среднее общее образование (10 лет по старой системе, 11 лет по новой), получил аттестат, но не получил никакого профессионального образования - 05.Начальное профессиональное образование - закончил ПТУ, ФЗУ, ФЗО, профессионально-технический лицей, которые не давали среднего общего образования (до 2 лет обучения) - 06.Начальное профессиональное образование - закончил ПТУ, профессионально-технический лицей, которые также дали среднее общее образование, или на базе полного среднего (1-3 года обучения) - 07.Среднее профессиональное образование - закончил техникум, училище, колледж (2-4 года обучения) - 08.Получил диплом бакалавра в вузе после 4 лет обучения по новой двухступенчатой системе - 09.Получил диплом магистра в вузе после дополнительных 2 лет обучения по новой системе - 10.Законченное высшее образование по 5-6-летней системе (диплом специалиста) - 11.Научная степень (кандидат, доктор наук) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","89","v209"
"Q100","Какой наивысший уровень образования получила Ваша мать?","01.Вообще не учился в школе или закончил лишь 1-2 класса школы (незаконченная начальная школа) - 02.Закончил 3-7 классов средней школы, но не получил аттестата об основном общем образовании - 03.Получил аттестат об основном общем образовании (7 классов по системе до 1958 года, 8 классов по советской системе 60-80-х годов или 9 классов по современной системе), но не получил никакого профессионального образования - 04.Законченное среднее общее образование (10 лет по старой системе, 11 лет по новой), получил аттестат, но не получил никакого профессионального образования - 05.Начальное профессиональное образование - закончил ПТУ, ФЗУ, ФЗО, профессионально-технический лицей, которые не давали среднего общего образования (до 2 лет обучения) - 06.Начальное профессиональное образование - закончил ПТУ, профессионально-технический лицей, которые также дали среднее общее образование, или на базе полного среднего (1-3 года обучения) - 07.Среднее профессиональное образование - закончил техникум, училище, колледж (2-4 года обучения) - 08.Получил диплом бакалавра в вузе после 4 лет обучения по новой двухступенчатой системе - 09.Получил диплом магистра в вузе после дополнительных 2 лет обучения по новой системе - 10.Законченное высшее образование по 5-6-летней системе (диплом специалиста) - 11.Научная степень (кандидат, доктор наук) - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","90","v210"
"Q101","Когда Вам было 14 лет, Ваш отец работал как наемный работник, работал на себя или вообще не работал?","1 (Наемный работник) - 2 (Работал на себя, не по найму; занимался индивидуальной трудовой деятельностью, предпринимательством) - 3 (Не работал) - 7 (Не применимо (отец/ мать умер(ла)/ не жил(а) с респондентом и т.п.)) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","91","v211"
"Q102","Когда Вам было 14 лет, Ваша мать работала как наемный работник (на кого-то), работала на себя или вообще не работала?","1 (Наемный работник) - 2 (Работала на себя, не по найму; занималась индивидуальной трудовой деятельностью, предпринимательством) - 3 (Не работала) - 7 (Не применимо (отец/ мать умер(ла)/ не жил(а) с респондентом и т.п.)) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","","92","v212"
"Q103","Какой наивысший уровень образования получил Ваш отец?","01.Специалист c высшим образованием – такой, например, как врач, преподаватель, инженер, художник, юрист - 02.Руководитель высшего звена - такой, например, как финансовый директор, исполнительный директор крупного предприятия, руководитель высшего звена в органах государственной власти, местного самоуправления или профсоюзов - 03.Офисный работник - такой, например, как секретарь, офисный служащий, офис-менеджер, бухгалтер - 04.Работник в сфере торговли или продаж - такой, например, как менеджер по сбыту, владелец магазина, продавец, страховой агент - 05.Квалифицированный сотрудник в сфере услуг - такой, например, как официант/ бармен, парикмахер, сотрудник милиции, военнослужащий без офицерского звания, медсестра - 06.Рабочий высокой квалификации или руководитель бригады рабочих - такой, например, как мастер, прораб, автомеханик, монтажник, наборщик/ печатник, инструментальщик, электрик - 07.Рабочий средней квалификации - такой, например, как каменщик, водитель, плотник/ столяр, жестянщик, пекарь - 08.Неквалифицированный рабочий - такой как, например, чернорабочий, грузчик, сторож - 09.Работник в сельском хозяйстве - такой, например, как тракторист/ комбайнер, рыболов, доярка - 10.Фермер, управляющий фермой - 96.Этот человек не работал, ни к одной из этих групп - 88 (Затрудняюсь ответить) - 99 (Отказ от ответа)","","93","v213"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Моя мама любила читать книги","94","v214"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Дома мы с мамой обсуждали политику","94","v215"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Моя мама следила за новостями","94","v216"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Мой родитель (родители) еле-еле сводил(и) концы с концами","94","v217"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Мой папа любил читать книги","94","v218"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Дома мы с папой обсуждали политику","94","v219"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Мой папа следил за новостями","94","v220"
"Q104","Насколько важно для Вас, чтобы в обществе было обеспечено то, что я буду сейчас называть?","1 (Полностью согласен) - 2 (Согласен) - 3 (Частично согласен, а частично нет) - 4 (Не согласен) - 5 (Полностью не согласен) - 8 (Затрудняюсь ответить) - 9 (Отказ от ответа)","Мои родители с трудом могли позволить себе заменить пришедшие в негодность вещи на новые","94","v221"
```
